id,popularity,original_title,director,keywords,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj,decades,horror
177677,4.566713,Mission: Impossible - Rogue Nation,Christopher McQuarrie,spy|sequel|mission,131,['Action'],2349,7.1,2015,137999939.280026,627743451.672881,2010s,False
214756,4.5645489999999995,Ted 2,Seth MacFarlane,sperm bank|sequel|buddy|courthouse|teddy bear,115,['Comedy'],1666,6.3,2015,62559972.4736121,198594430.13845,2010s,False
207703,4.503789,Kingsman: The Secret Service,Matthew Vaughn,spy|great britain|secret organization|secret agent|marvel comic,130,"['Crime', 'Comedy', 'Action', 'Adventure']",3833,7.6,2015,74519967.21121441,371497801.660967,2010s,False
314365,4.062293,Spotlight,Tom McCarthy,child abuse|journalism|judge|florida|boston,128,"['Drama', 'Thriller', 'History']",1559,7.8,2015,18399991.9040035,81278719.39736341,2010s,False
294254,3.968891,Maze Runner: The Scorch Trials,Wes Ball,based on novel|resistance|maze|post-apocalyptic|dystopia,132,"['Action', 'Science Fiction', 'Thriller']",1849,6.4,2015,56119975.30721079,286356245.923251,2010s,False
280996,3.927333,Mr. Holmes,Bill Condon,london|detective|sherlock holmes,103,"['Mystery', 'Drama']",425,6.4,2015,,27006774.877019,2010s,False
198184,3.899557,Chappie,Neill Blomkamp,artificial intelligence|android|robot|near future|robot cop,120,"['Crime', 'Action', 'Science Fiction']",1990,6.6,2015,45079980.164808705,93903685.2423785,2010s,False
254470,3.877764,Pitch Perfect 2,Elizabeth Banks,music|sequel|singer|male female relationship|audition,115,"['Comedy', 'Music']",1264,6.8,2015,26679988.260805104,264505582.09754303,2010s,False
296098,3.6482099999999997,Bridge of Spies,Steven Spielberg,spy|cia|cold war|pilot|lawyer,141,"['Thriller', 'Drama']",1638,7.1,2015,36799983.808007106,149601569.335309,2010s,False
257445,3.6445410000000003,Goosebumps,Rob Letterman,based on novel|magic|fantasy|family|3d,103,"['Adventure', 'Horror', 'Comedy']",600,6.2,2015,53359976.5216103,138157089.01088,2010s,True
264644,3.557846,Room,Lenny Abrahamson,based on novel|carpet|isolation|imprisonment|grandparents,117,"['Drama', 'Thriller']",1520,8.0,2015,5519997.57120106,32569603.029374603,2010s,False
339527,3.358321,Solace,Afonso Poyart,thriller|serial killer|psychic|fbi agent|intrigue,101,"['Crime', 'Drama', 'Mystery']",474,6.2,2015,,20566197.1908732,2010s,False
105864,3.3391349999999997,The Good Dinosaur,Peter Sohn,tyrannosaurus rex|friends|animation|alternate history|dinosaur,93,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",1087,6.6,2015,160999929.16003102,305371920.876354,2010s,False
241554,3.23737,Run All Night,Jaume Collet-Serra,hitman|revenge|murder|on the run|mobster,114,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",814,6.3,2015,45999979.7600089,65836683.5118592,2010s,False
167073,3.227329,Brooklyn,John Crowley,love triangle|based on novel|homesickness|vororte|ship,111,"['Drama', 'Romance']",754,7.3,2015,10119995.5472019,57110024.5915891,2010s,False
277216,3.2027189999999996,Straight Outta Compton,F. Gary Gray,brother brother relationship|aids|police brutality|hip-hop|wife husband relationship,147,"['Drama', 'Music']",918,7.7,2015,25759988.665604897,185504110.098191,2010s,False
274854,3.080505,The Last Witch Hunter,Breck Eisner,new york|witch|uprising|witch hunter,106,"['Fantasy', 'Action', 'Adventure']",879,5.6,2015,82799963.56801601,129164861.16746101,2010s,False
321697,3.0795220000000003,Steve Jobs,Danny Boyle,biography|computer|based on true story|father daughter relationship|apple computer,122,"['History', 'Drama']",1035,6.9,2015,27599987.856005296,31686509.2179359,2010s,False
203801,3.0534209999999997,The Man from U.N.C.L.E.,Guy Ritchie,spy|cold war|remake|based on tv series|buddy cop,116,"['Comedy', 'Action', 'Adventure']",1548,7.0,2015,68999969.64001329,99493456.50287908,2010s,False
293863,3.025852,The Age of Adaline,Lee Toland Krieger,san francisco|immortality|love|forever,112,"['Fantasy', 'Drama', 'Romance']",1221,7.3,2015,22999989.8800044,39219376.6634742,2010s,False
325348,3.023253,Hardcore Henry,Ilya Naishuller,female nudity|cyborg|nudity|murder|gore,97,"['Action', 'Adventure', 'Science Fiction']",396,5.9,2015,9199995.95200178,13187080.9976843,2010s,False
228161,2.976436,Home,Tim Johnson,friendship|spaceship|space|alien|alien invasion,94,"['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family']",1060,6.9,2015,124199945.352024,339361177.121082,2010s,False
286565,2.968254,Paper Towns,Jake Schreier,friendship|high school|teen|classmate|based on young adult book,109,"['Drama', 'Mystery', 'Romance']",1252,6.2,2015,11039995.1424021,78671281.38463621,2010s,False
265208,2.93234,Wild Card,Simon West,gambling|bodyguard|remake,92,"['Thriller', 'Crime', 'Drama']",481,5.3,2015,27599987.856005296,,2010s,False
254320,2.8851259999999996,The Lobster,Yorgos Lanthimos,dystopia,118,"['Thriller', 'Comedy', 'Drama', 'Romance', 'Science Fiction']",638,6.6,2015,3679998.38080071,8339346.45068756,2010s,False
258480,2.883233,Carol,Todd Haynes,gay|new york|female nudity|chicago|sex,118,"['Romance', 'Drama']",562,7.1,2015,10855995.2233621,37050347.8978469,2010s,False
257211,2.8148020000000002,The Intern,Nancy Meyers,intern|woman director,121,['Comedy'],1255,7.1,2015,32199985.8320062,178999419.480255,2010s,False
253412,2.7980169999999998,Everest,Baltasar KormÃ¡kur,mountains|snow storm|hiking|snow|death,121,"['Adventure', 'Drama']",1172,6.7,2015,50599977.7360098,187153294.93255,2010s,False
274479,2.793297,Joy,David O. Russell,biography,124,"['Comedy', 'Drama']",1001,6.4,2015,55199975.71201059,93043293.3409509,2010s,False
257088,2.6144990000000004,Point Break,Ericson Core,undercover|undercover agent|extreme sports|fbi agent|3d,114,"['Action', 'Crime', 'Thriller']",505,5.5,2015,96599957.49601871,123021159.990689,2010s,False
295964,2.584264,Burnt,John Wells,london|cook|restaurant|diva|career,100,['Drama'],631,6.3,2015,18399991.9040035,33678188.7415969,2010s,False
238615,2.578919,Self/less,Tarsem Singh,lie|immortality|terminal illness|laboratory|cancer,116,"['Science Fiction', 'Mystery', 'Thriller']",719,6.2,2015,23919989.475204602,28081355.564203497,2010s,False
210860,2.575711,Mortdecai,David Koepp,based on novel|painting|debt|art dealer|stolen painting,106,"['Comedy', 'Adventure']",696,5.3,2015,55199975.71201059,27985062.8865723,2010s,False
306819,2.557859,The Danish Girl,Tom Hooper,paris|denmark|copenhagen|artist|art,120,['Drama'],867,7.3,2015,13799993.9280026,59056175.175282896,2010s,False
201088,2.5507470000000003,Blackhat,Michael Mann,terrorist|technology|anti hero|hacker|computer virus,133,"['Mystery', 'Crime', 'Action', 'Thriller', 'Drama']",584,5.0,2015,64399971.6640124,16332697.613613,2010s,False
273481,2.487849,Sicario,Denis Villeneuve,mexico|cia|smoking|texas|fbi,121,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",1479,7.1,2015,27599987.856005296,77303716.7063646,2010s,False
166424,2.4870419999999998,Fantastic Four,Josh Trank,teleportation|transformation|telekinesis|portal|marvel comic,100,"['Action', 'Adventure', 'Science Fiction']",1565,4.4,2015,110399952.34402,154539320.322699,2010s,False
310131,2.46449,The Witch,Robert Eggers,witch|new england|17th century,92,"['Mystery', 'Horror']",700,5.8,2015,3219998.58320062,37190013.0363942,2010s,True
238713,2.404473,Spy,Paul Feig,spy|cia|undercover|arms dealer|disaster,120,"['Action', 'Comedy', 'Crime']",1840,6.9,2015,59799973.6880115,216812826.082356,2010s,False
256591,2.395366,Focus,Glenn Ficarra|John Requa,seduction|con man|femme fatale|deception|con artist,105,"['Romance', 'Comedy', 'Crime', 'Drama']",1831,6.7,2015,46091979.7195289,141645863.63582,2010s,False
249070,2.354654,Hitman: Agent 47,Aleksander Bach,assassin|secret identity|intelligence|hitman|execution,96,"['Action', 'Crime', 'Thriller']",820,5.5,2015,32199985.8320062,75759810.18568349,2010s,False
205775,2.345821,In the Heart of the Sea,Ron Howard,suicide|ocean|sea|hunger|shipwreck,122,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']",805,6.4,2015,91999959.5200178,86315059.3813738,2010s,False
334074,2.331636,Survivor,James McTeigue,new year's eve|fire|showdown|terrorist|embassy,96,"['Crime', 'Thriller', 'Action']",280,5.4,2015,18399991.9040035,,2010s,False
312221,2.3315669999999997,Creed,Ryan Coogler,underdog|sport|spin off|underground fighting|motivational speaker,133,['Drama'],1171,7.3,2015,32199985.8320062,126900665.803707,2010s,False
271718,2.31767,Trainwreck,Judd Apatow,alcohol|one-night stand,125,['Comedy'],849,6.1,2015,32199985.8320062,129532072.56588799,2010s,False
333352,2.29573,Eye in the Sky,Gavin Hood,terrorist|drone|u.s. military|air force base|combat drone,102,"['Drama', 'Thriller', 'War']",265,7.2,2015,11959994.737602301,30220316.9030605,2010s,False
276907,2.28135,Legend,Brian Helgeland,biography|based on true story|gangster|twins,131,"['Crime', 'Thriller']",619,6.7,2015,22999989.8800044,39535137.0845396,2010s,False
284289,2.2720439999999997,Beyond the Reach,Jean-Baptiste LÃ©onetti,desert|hunting,95,['Thriller'],81,5.5,2015,,42223.381421712096,2010s,False
266647,2.234573,Pan,Joe Wright,flying|magic|fairy tale|peter pan|mermaid,111,"['Adventure', 'Family', 'Fantasy']",586,5.9,2015,137999939.280026,118117202.42843,2010s,False
347096,2.165433,Mythica: The Darkspore,Anne K. Black,sword|magic|sorcery|necromancer|woman director,108,"['Action', 'Adventure', 'Fantasy']",27,5.1,2015,,,2010s,False
308369,2.141506,Me and Earl and the Dying Girl,Alfonso Gomez-Rejon,tattoo|high school|leukemia|friends|parody,105,"['Comedy', 'Drama']",569,7.7,2015,,,2010s,False
227973,2.140199,The Peanuts Movie,Steve Martino,based on comic strip|family|3d|charlie brown|snoopy,88,"['Adventure', 'Animation', 'Comedy', 'Family']",414,6.4,2015,91079959.92481759,226534364.284879,2010s,False
321741,2.121884,Concussion,Peter Landesman,american football|biography|professional sports|sports injury|nfl,123,['Drama'],500,6.9,2015,32199985.8320062,44733666.5571867,2010s,False
296100,2.096273,The Night Before,Jonathan Levine,male friendship|new york city|drug|christmas eve|childhood friend,100,['Comedy'],363,6.1,2015,22999989.8800044,48204295.110110104,2010s,False
263472,2.0809349999999998,Knock Knock,Eli Roth,female nudity|sex|disc jockey|infidelity|rain,99,"['Drama', 'Horror', 'Thriller']",473,4.8,2015,2299998.98800044,4796917.44935632,2010s,True
228205,2.070708,The Longest Ride,"George Tillman, Jr.",based on novel|art student|cowboys|injury|bull riding,128,"['Romance', 'Drama']",711,7.3,2015,31279986.236806,57972193.012235,2010s,False
159824,2.060162,Hotel Transylvania 2,Genndy Tartakovsky,transylvania|hotel|witch|technology|magic,89,"['Animation', 'Comedy', 'Family']",919,6.8,2015,73599967.61601421,428888671.76898396,2010s,False
333348,2.055572,Love the Coopers,Jessie Nelson,big family|family relationships|family|woman director|christmas,107,"['Family', 'Comedy']",111,5.3,2015,15639993.118403,22079990.2848042,2010s,False
285783,2.049886,The Walk,Robert Zemeckis,1970s|skyscraper|based on true story|tightrope|planning,123,"['Adventure', 'Drama', 'Thriller']",706,6.8,2015,32199985.8320062,56287361.873560704,2010s,False
290764,2.0266509999999998,Tracers,Daniel Benmayor,chinese mafia|parkour|new york city|loan shark|young adult,94,"['Action', 'Crime', 'Drama']",326,5.9,2015,10119995.5472019,1714249.04573042,2010s,False
296099,2.000338,Vacation,John Francis Daley|Jonathan M. Goldstein,route 66|grand canyon|cow|vacation|road trip,99,"['Adventure', 'Comedy']",846,6.1,2015,28519987.4512055,96033410.70529921,2010s,False
243688,1.984529,Poltergeist,Gil Kenan,poltergeist|haunted house|remake|duringcreditsstinger,93,"['Horror', 'Thriller']",589,5.0,2015,32199985.8320062,87802915.846717,2010s,True
287424,1.9800389999999999,Maggie,Henry Hobson,post-apocalyptic|dystopia|zombies,95,['Horror'],384,5.1,2015,3679998.38080071,172142.964257095,2010s,True
301875,1.9597650000000002,Equals,Drake Doremus,illustrator|sex scene|near future|infected|emotions,101,"['Drama', 'Romance', 'Science Fiction']",135,5.6,2015,,1839999.19040035,2010s,False
181283,1.95632,Child 44,Daniel Espinosa,murder|serial killer|military|chili|soviet union,137,"['Crime', 'Thriller']",341,5.9,2015,45999979.7600089,3058382.2543117995,2010s,False
328425,1.926739,The Gift,Joel Edgerton,detective|stalker|gift|bully|psychological thriller,108,"['Thriller', 'Mystery']",631,6.6,2015,4599997.97600089,54260336.885451704,2010s,False
274167,1.904898,Daddy's Home,Sean Anders,daddys home,96,['Comedy'],568,5.7,2015,45999979.7600089,221131463.342156,2010s,False
307663,1.872696,Vice,Brian A Miller,artificial intelligence|android|self-awareness|mercenary|virtual reality,96,"['Thriller', 'Science Fiction', 'Action', 'Adventure']",181,4.1,2015,9199995.95200178,,2010s,False
309809,1.865007,The Little Prince,Mark Osborne,philosophy|utopia|airplane|adventure|dystopia,92,"['Adventure', 'Animation', 'Fantasy']",423,7.5,2015,58879974.0928114,89765510.50317529,2010s,False
258509,1.841779,Alvin and the Chipmunks: The Road Chip,Walt Becker,chipmunk|cgi|talking animal|aftercreditsstinger|duringcreditsstinger,92,"['Adventure', 'Animation', 'Comedy', 'Family']",278,5.7,2015,,215055014.135793,2010s,False
298382,1.82313,The Dressmaker,Jocelyn Moorhouse,based on novel|australia|dressmaker|hometown|woman director,118,['Drama'],197,6.9,2015,10975595.1707381,16872792.5759712,2010s,False
272693,1.758618,The DUFF,Ari Sandel,high school|teenager|popularity|high school senior|teen comedy,100,"['Romance', 'Comedy']",753,6.8,2015,7819996.55920151,40046325.65961671,2010s,False
283445,1.742286,Sinister 2,Ciaran Foy,haunted house|sequel|twins,97,['Horror'],331,5.5,2015,9199995.95200178,48651435.1533685,2010s,True
256961,1.73518,Paul Blart: Mall Cop 2,Andy Fickman,shopping mall|las vegas nevada|security guard,94,"['Action', 'Adventure', 'Comedy', 'Family']",422,5.3,2015,27599987.856005296,98989419.0846556,2010s,False
326359,1.7247119999999898,Frozen Fever,Chris Buck|Jennifer Lee,sister sister relationship|birthday|song|birthday party|flu,8,"['Adventure', 'Animation', 'Family']",475,7.0,2015,,,2010s,False
254302,1.661789,High-Rise,Ben Wheatley,skyscraper|high rise,119,"['Action', 'Drama', 'Science Fiction']",161,5.4,2015,,,2010s,False
241251,1.6510779999999898,The Boy Next Door,Rob Cohen,male nudity|female nudity|sex|adultery|infidelity,91,['Thriller'],810,3.9,2015,3679998.38080071,46150034.4539848,2010s,False
292040,1.646664,Spooks: The Greater Good,Bharat Nalluri,corruption|terrorist|explosive|police|kidnapping,104,"['Thriller', 'Action']",114,5.6,2015,,,2010s,False
188222,1.532997,Entourage,Doug Ellin,friendship|hollywood|movie star|entourage,104,['Comedy'],364,6.2,2015,27599987.856005296,45322311.73818279,2010s,False
252838,1.5100959999999999,The Wedding Ringer,Jeremy Garelick,male friendship|impersonator|wedding|lying|best man,101,['Comedy'],446,6.5,2015,21159990.689604,73415857.2970227,2010s,False
273477,1.499614,Scouts Guide to the Zombie Apocalypse,Christopher B. Landon,female nudity|shotgun|nudity|strip club|party,93,"['Comedy', 'Horror']",288,6.2,2015,13799993.9280026,13671898.704364501,2010s,True
298312,1.495112,The Visit,M. Night Shyamalan,rap|pennsylvania|brother sister relationship|farm|grandparents,94,"['Horror', 'Thriller']",729,5.9,2015,4599997.97600089,90574017.18743241,2010s,True
261023,1.4832459999999899,Black Mass,Scott Cooper,boston|based on true story|organized crime,122,"['Crime', 'Drama']",848,6.3,2015,48759978.5456094,91793583.3708233,2010s,False
336004,1.449072,Heist,Scott Mann,casino|robbery|bus hijacking|heist,93,"['Crime', 'Action', 'Thriller']",233,5.4,2015,8187996.39728158,46125.099704956105,2010s,False
287903,1.448002,Krampus,Michael Dougherty,fire|winter|santa claus|snow storm|christmas tree,98,"['Horror', 'Comedy', 'Fantasy']",342,5.9,2015,13799993.9280026,56624785.5250943,2010s,True
182560,1.443406,Dark Places,Gilles Paquet-Brenner,prison|based on novel|brother sister relationship|satanism|witness,113,"['Drama', 'Mystery', 'Thriller']",322,5.7,2015,18399991.9040035,191900.87556361398,2010s,False
192141,1.41239,No Escape,John Erick Dowdle,coup|american|family|foreign,103,"['Action', 'Thriller']",519,6.7,2015,4599997.97600089,50065340.2112503,2010s,False
308639,1.40805,Dope,Rick Famuyiwa,california|hip-hop|harvard university|geek|coming of age,103,"['Crime', 'Drama', 'Comedy']",448,7.3,2015,643999.716640124,16547831.2389542,2010s,False
261392,1.3882510000000001,American Ultra,Nima Nourizadeh,memory loss|stoner|black ops,96,"['Comedy', 'Action']",695,5.9,2015,25759988.665604897,25951426.781372197,2010s,False
304357,1.388032,Woman in Gold,Simon Curtis,nazis|art|stolen painting,120,['Drama'],277,7.3,2015,10119995.5472019,56690166.216326796,2010s,False
297291,1.38032,The Scorpion King: The Lost Throne,Mike Elliott,magic|fantasy|steampunk|dragon,105,"['Action', 'Fantasy', 'Adventure']",22,4.5,2015,,,2010s,False
266294,1.3766049999999999,Sisters,Jason Moore,sister sister relationship|childhood home,118,['Comedy'],399,5.9,2015,27599987.856005296,96610126.25154442,2010s,False
227719,1.360926,Project Almanac,Dean Israelite,time travel|time machine|teenager|found footage,106,"['Science Fiction', 'Thriller']",637,6.3,2015,11039995.1424021,29668368.665917702,2010s,False
86828,1.360827,Absolutely Anything,Terry Jones,london|alien|teacher|talking animal|super powers,85,"['Comedy', 'Science Fiction']",199,5.8,2015,,4774472.21923222,2010s,False
287948,1.3558219999999999,The Transporter Refueled,Camille Delamarre,transporter|sequel|suspense|car|bank heist,96,"['Thriller', 'Action', 'Crime']",407,5.3,2015,22999989.8800044,66819266.9995225,2010s,False
201085,1.345982,Crimson Peak,Guillermo del Toro,haunted house|mining|murder|spitting blood|gothic,119,"['Mystery', 'Thriller', 'Fantasy', 'Horror', 'Drama']",819,6.4,2015,50599977.7360098,68705406.0096213,2010s,True
277355,1.342839,Everly,Joe Lynch,assassin|mob boss,90,"['Thriller', 'Action']",169,5.1,2015,,,2010s,False
264999,1.338481,Magic Mike XXL,Gregory Jacobs,male friendship|strip club|road trip|strip tease|strip,115,"['Comedy', 'Drama', 'Music']",501,6.3,2015,13615994.0089626,112619962.88721599,2010s,False
146301,1.338322,Paranormal Activity: The Ghost Dimension,Gregory Plotkin,terror|supernatural|sequel|demon|found footage,88,"['Horror', 'Thriller']",267,5.0,2015,9199995.95200178,71851557.1453148,2010s,True
223485,1.329702,Slow West,John Maclean,fire|bounty hunter|shotgun|horseback riding|horse,84,"['Romance', 'Thriller', 'Western']",229,6.6,2015,,210766.38726278898,2010s,False
294016,1.316239,Trumbo,Jay Roach,screenwriter|communist|biography|film history|hollywood,124,['Drama'],273,7.2,2015,13799993.9280026,7576804.78620589,2010s,False
290751,1.315266,Secret in Their Eyes,Billy Ray,fbi|missing child,111,"['Crime', 'Drama', 'Mystery']",202,6.2,2015,17939992.1064034,29614535.809604198,2010s,False
309245,1.29314,Mistress America,Noah Baumbach,comedy,84,['Comedy'],132,6.4,2015,,2300395.50782597,2010s,False
228165,1.291013,The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,ocean|sea|star|water|comedy,93,"['Family', 'Animation']",533,5.7,2015,68079970.0448131,286666383.306791,2010s,False
245706,1.284541,True Story,Rupert Goold,,100,"['Crime', 'Drama', 'Mystery']",354,6.0,2015,,4342117.4894683,2010s,False
272878,1.278928,Max,Boaz Yakin,afghanistan|war|based on true story|rescue|betrayal,111,"['Adventure', 'Drama', 'Family']",214,7.0,2015,18399991.9040035,40449856.802063,2010s,False
263109,1.25358,Shaun the Sheep Movie,Mark Burton|Richard Starzack,countryside|sheep|based on tv series|memory loss|hospital,85,"['Family', 'Animation', 'Comedy', 'Adventure']",340,6.9,2015,,54923975.83345061,2010s,False
157827,1.251681,Louder Than Bombs,Joachim Trier,usa|brother brother relationship|father-son relationship|car accident|death of mother,109,['Drama'],43,6.3,2015,10119995.5472019,,2010s,False
321751,1.2452239999999999,A Perfect Day,Fernando LeÃ³n de Aranoa,road movie,106,"['Comedy', 'Drama']",102,6.3,2015,,1566237.67085542,2010s,False
266396,1.225325,The Gunman,Pierre Morel,assassin|hitman,115,"['Action', 'Drama', 'Crime']",283,5.6,2015,36799983.808007106,9811564.7629115,2010s,False
277685,1.191138,Unfriended,Levan Gabriadze,computer|bullying|revenge|internet|violence,82,"['Horror', 'Thriller']",643,5.6,2015,919999.595200178,57851497.3453411,2010s,True
268920,1.178831,Hot Pursuit,Anne Fletcher,texas|prisoner|cop|drug cartel|on the run,87,"['Action', 'Crime', 'Comedy']",472,5.5,2015,32199985.8320062,47545763.999863796,2010s,False
280092,1.1647239999999999,Insidious: Chapter 3,Leigh Whannell,sequel,97,"['Drama', 'Horror', 'Thriller']",610,6.3,2015,9199995.95200178,95959500.6978197,2010s,True
193687,1.161812,Z for Zachariah,Craig Zobel,love triangle|based on novel|jealousy|radiation|tractor,97,"['Drama', 'Science Fiction', 'Thriller']",181,5.5,2015,,109004.312038102,2010s,False
300803,1.144808,Dragonheart 3: The Sorcerer's Curse,Colin Teague,magic|wall|druid|knight|dragon,97,"['Action', 'Adventure', 'Fantasy']",59,4.5,2015,,,2010s,False
328589,1.142518,The Lady in the Van,Nicholas Hytner,based on novel|biography|based on true story,104,"['Comedy', 'Drama']",135,5.9,2015,5519997.57120106,38076655.2862716,2010s,False
228066,1.138395,Victor Frankenstein,Paul McGuigan,london|frankenstein|human experiment|reanimated corpse|frankenstein's monster,109,"['Drama', 'Science Fiction', 'Thriller']",408,5.5,2015,36799983.808007106,31489100.3047958,2010s,False
378373,1.128081,Brothers of the Wind,Gerado Olivares|Otmar Penker,eagle|learning to fly|eagle's feather|father son conflict|bird's nest,98,"['Adventure', 'Drama', 'Family']",11,7.5,2015,,,2010s,False
291270,1.1252389999999999,Anomalisa,Duke Johnson|Charlie Kaufman,sex|depression|existentialism,90,"['Animation', 'Comedy', 'Drama', 'Romance']",259,6.7,2015,7359996.76160142,3458541.59824169,2010s,False
294963,1.0733489999999999,Bone Tomahawk,S. Craig Zahler,poison|prisoner|murder|rifle|gore,132,"['Horror', 'Western', 'Adventure', 'Drama']",220,6.3,2015,1655999.27136032,,2010s,True
241257,1.065888,Regression,Alejandro AmenÃ¡bar,investigation|memory loss,106,"['Horror', 'Mystery', 'Thriller']",310,5.2,2015,,16257405.7667414,2010s,True
